Function,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69,Feature_70,Feature_71,Feature_72,Feature_73,Feature_74,Feature_75,Feature_76,Feature_77,Feature_78,Feature_79,Feature_80,Feature_81,Feature_82,Feature_83,Feature_84,Feature_85,Feature_86,Feature_87,Feature_88,Feature_89,Feature_90,Feature_91,Feature_92,Feature_93,Feature_94,Feature_95,Feature_96,Feature_97,Feature_98,Feature_99
drawDividersHorizontal,0.0035613657,-0.0019349683,-0.0024002418,-0.00090068136,0.0019237718,0.0006885551,0.004819924,-0.0028185113,0.0025474108,-0.001609155,-0.0011050521,-0.0002838155,0.0012129329,0.003177435,-0.00022075488,-0.0017121424,0.0026885183,-0.005130372,0.0026820072,-0.003635068,-0.0013160489,-0.00038636653,0.00077342114,-0.004012246,0.0020425408,0.00010058403,-0.00051792647,-0.003587492,0.0039184312,-0.005224256,-0.002240306,0.004867486,0.00017070782,0.0007780177,-0.0007630085,0.004939813,0.0033753575,0.0014401488,0.003051229,0.002780199,-0.0021307443,-0.004872431,-0.00014975932,0.0043943063,0.0023678078,-0.0014426968,-0.0022099286,-0.0019013414,-0.0015510545,-0.003949693,-0.003046765,-0.0025590027,-0.002046519,0.0010118042,0.0015962016,0.0022569986,-0.0028844578,-1.9782077e-05,-0.0037240202,-0.00069760036,-0.0010942264,-0.0037637174,0.00070272124,-0.001991333,0.0025934663,0.0019776863,-0.003023082,0.0020243367,0.0037198719,0.00487076,0.00092732394,-0.0014256376,0.0029273618,-0.0014514215,-0.0030062296,0.0012686587,0.0048850426,-0.0033016545,0.0033689907,0.0026695414,-0.0032246981,-0.002513711,-0.0027599696,-0.0045409435,0.0017416958,-0.00078211864,0.00016477394,0.0040766215,0.0026203047,-0.0039015545,-0.004597769,-0.0006153073,-0.0034644469,0.000685367,-0.00013305809,-0.0022687418,-0.0016238197,0.0027857388,-0.00012401912,-0.0029712836
drawDividersVertical,0.0011921033,0.0037391407,-0.0005699002,0.00040044423,0.0018634137,-0.000849809,0.0023099382,0.003222469,0.0006943992,8.03897e-05,0.004644637,0.003365474,-0.0008037852,0.0020869032,-0.0040887203,-0.0047607073,0.0029522786,0.00071339135,0.0016061642,-0.0037438879,0.002936572,-0.004675441,0.0029485868,0.00051825,0.0016699311,-0.0037697072,-0.002469861,-0.00025675644,0.0013783992,-0.002763283,0.0043768845,0.00018124425,-0.0039429767,0.002924763,-0.0041538454,0.002350769,-0.0042161415,-0.004380404,-0.00074276293,0.0018173084,-0.004081021,0.0032542038,-0.0018390616,0.0041895965,-0.0024954358,-0.0034732083,0.0035741387,0.00010806736,0.003353126,0.0014852114,-0.0036489407,0.0013523917,0.0051062666,0.0036731584,-0.0019521592,0.001641803,-0.005110729,0.00082434714,0.0011796058,-0.001634003,-0.004135005,0.0019572447,0.0017435604,0.00058772526,-0.0038108204,-0.0003588183,0.00117769,0.00033601423,0.00083814515,-0.00086862495,-0.0017858923,0.002755108,4.200378e-05,-0.0035493288,-0.0011111922,0.0027789057,-0.0037082005,-0.002111872,0.0040483996,0.00066115905,0.0013415966,-0.0028405257,-0.0019419126,-0.002343367,0.0036248935,-0.0039055771,0.00406886,0.00047072137,0.002184069,0.0010509577,-1.2519575e-05,1.8482235e-06,-0.0015617338,-0.00021998673,-0.0046581584,0.0014981941,-0.0048404643,-0.0046852482,-0.0029495629,0.00013804126
drawHorizontalDivider,-0.0018243836,-0.0014227671,-0.0034308939,0.0003823757,-0.0035100821,0.0032839407,0.0001331243,-0.0011483785,0.0019408853,-0.002130638,0.0013565233,0.0021451432,0.0043633496,-0.0034863807,0.0010862057,5.8696998e-05,0.0004160704,0.0010500554,0.0024138603,0.0020480584,-0.0002715147,-0.002734375,0.000346273,-0.0041067847,0.0024812603,-0.0021773735,-0.0022438644,-0.0019405124,-0.0012040203,0.004357581,0.0036547005,-0.0026706306,0.004268091,-0.0016310078,-0.0013184561,0.0048155948,2.2450724e-05,-0.003202394,-0.0027909307,0.00158812,-0.0043101045,-0.0040846923,-0.0016849333,-0.0040917294,-0.0015749474,0.004335376,-0.0041009085,-0.004348578,-0.00081524893,-0.0036612712,0.0018558102,0.0020546322,0.0018224408,-0.00030361666,-0.0007551434,-0.0005441525,-0.0018439691,0.002071243,-0.0045188386,0.0044464725,0.0022475114,-0.0017607139,0.0014975161,-0.0034252992,-0.004710601,-0.0014676031,0.001772791,-0.002523293,-0.0007146515,0.0047508273,-0.001869303,-0.0010416076,-0.0016977362,-4.0453746e-05,-0.0027805364,-0.00019725165,-0.0019124537,0.003034743,-0.0015869362,0.002300346,-0.0012189094,-0.0009097097,0.0031721955,0.0031089939,0.0032342318,0.0023100208,-0.003764309,0.0017907647,-0.000806474,-0.004315237,-0.00024042012,0.0035738382,0.0043623256,-0.0005836546,-0.0024018753,0.0017740163,-0.0032060358,-0.00377392,-0.00034436083,0.004868506
drawVerticalDivider,0.0016081078,0.00022699825,0.0043941545,0.0010197664,-0.002853511,-0.000559065,0.0004679248,0.0037670874,0.002787226,0.0033153153,-0.00069885695,0.004077,0.0034858268,-0.0017002354,0.0016285715,-0.003961488,0.0011035588,0.00040331797,-0.003957454,-0.0030277465,-0.0046141082,0.0031038246,0.00048259884,-0.0010507413,-0.004530964,0.0043695727,-0.004450114,0.004279703,0.004483964,0.004230905,-0.0038483539,0.00014644739,-0.00500137,-0.0009621138,-0.0014912445,-0.0013724401,-0.0022137777,-0.0017407557,-0.0030013174,0.0011197032,0.0049729035,-0.00464728,-0.0030586743,0.0038886808,0.00063395174,0.0016938027,-0.004723664,-0.00047188238,0.0047902996,0.00468196,-0.0005580562,0.00089186896,0.0007014353,0.0042056534,0.0013689161,-0.00254769,-0.0023018555,-0.002247351,-0.00031389284,0.005033866,-0.00078009325,-0.00046896556,-0.0012942583,0.0036434645,-0.000984742,0.0039296076,0.0021545212,0.0020590865,-0.00087943627,-0.0018273479,-0.0025337941,-0.004887388,-0.0022444467,0.004816445,0.0030006252,-0.0035638534,0.0046614497,2.228985e-05,0.00024205803,0.0015886843,-0.0030150048,0.004045653,0.0031251346,-0.0010285139,0.0027686546,0.0030502763,-0.0023775867,-0.0010915941,0.0002765071,0.0019248202,-0.00095991977,0.0049306336,0.002091908,-0.00401375,-0.0025044915,-0.0026771906,0.0047218394,0.0031628364,-0.00092235924,-0.003373377
layoutHorizontal,-0.0042103445,-0.0017279373,-0.0008194341,0.0046645096,0.0019482352,-0.000803596,-0.0015338258,-0.0039418954,0.0031960902,-0.00074566994,-0.005145035,0.003481525,0.0003617469,0.0011114186,0.0036374177,0.001654854,0.00095240073,0.0006891148,-0.003080462,-0.0036545005,-0.0010917367,-0.003435267,-0.0011429098,0.0037330838,-0.001931933,-0.004840276,-0.0025193102,-0.000320482,0.0012387525,0.00413269,0.004164961,0.0007796258,-0.0033069104,0.001449754,0.003802274,0.0040378077,-0.004889293,0.0040919245,0.00221187,-0.0006741149,-0.0013336635,-0.00069569395,0.0003604019,0.00271765,-0.0037391314,6.593818e-05,0.003814872,-0.0015438714,-7.165702e-05,-0.0028640325,0.0008091389,0.0037793934,0.0044847727,0.0005877229,0.0014286488,-0.0039996896,0.0004430725,0.0010300111,-0.00086470955,0.0014558121,-0.0032843433,-0.0021020188,0.0017927851,0.0020570874,-0.002345632,0.0026006228,0.0018641644,0.005109525,-0.0029735554,0.0035880115,-0.0036806236,-0.001209347,0.003583534,-0.003938586,0.0014982199,-0.0030855709,-0.0025204036,-0.0047889464,-0.0015202301,-0.001992481,-0.0041744993,0.003708039,0.0018553152,0.0023205015,-0.0019572575,-0.0023071107,-0.0018397929,0.0004522559,-0.003404035,0.002068113,-0.00012231858,-0.00088993605,0.0007830598,0.0034776158,0.0029342056,0.001027291,-0.0030267388,0.0023781382,0.0040704296,0.00064440584
layoutVertical,-0.0026216623,0.0038656215,0.004044272,0.00449068,0.0046720905,0.004467586,-0.0018699813,0.002554058,0.0046724095,-0.00073208235,0.0016466393,0.0042813304,0.004878583,-0.0034585088,-0.0017971509,0.0004165211,0.0035095683,0.0015893516,-0.0040274467,0.0041980166,0.0007145395,0.0048977057,0.004745792,-0.0033266551,0.0022551045,0.0019461657,-0.0013382274,0.0010130352,-0.0018207456,-0.0026944473,0.001353666,0.00019753497,-0.0012015605,-0.00041126402,-0.001569464,0.0024483087,-0.0030230738,-0.0047225486,-0.001463979,-0.004165298,-0.0032157726,0.0020297698,0.0025758874,-0.0010748227,0.00023787125,0.0016228851,0.0045436975,0.0016216271,-0.002776822,-0.0027563067,-0.00081826496,-0.0023572277,-0.0021941978,-0.004363035,-0.0018205364,-0.0038509814,0.0017070235,0.0028566152,-0.001493481,0.0037394743,-0.003974511,-0.0014576782,0.0041277106,0.0021311156,-0.0049488945,-0.0027322902,-0.0019542954,0.0006196488,-0.0025846858,0.004659031,0.0018808924,0.001841049,0.00043707603,-0.0007479823,0.002122069,-0.00079055515,-0.004535623,-0.00032932768,0.0041730716,0.0021167095,-0.0018839267,0.00023788757,-0.0044593397,0.0017752824,-0.0031738547,0.00043255536,-0.0026703144,-0.003854396,-0.0024585498,0.00039656658,1.5643636e-05,-0.0031770482,0.002949446,-0.0021597254,-0.0017413326,0.0042243702,-0.0012357314,0.0047712144,-0.0025454802,0.0045963456
measureChildBeforeLayout,-0.001694105,0.0007621866,-0.0033152413,-0.004193608,-0.0010035947,-0.0044835373,-0.004325501,-0.0017947103,-0.0038213772,-0.0027883656,0.004228735,-0.0023329186,-0.0018176904,0.0013292826,-0.0024489062,9.601035e-05,0.0012647578,-0.0025326768,0.001665965,0.0008581145,0.0019272565,-0.0030791175,0.0009885284,0.0029343637,0.0010256162,0.0020718896,-0.0028028341,-0.0037072045,-0.0019064108,-0.0031906832,0.0045541464,0.00053510815,-0.0018495411,-2.7054868e-06,-0.004246607,0.00042203988,0.0042168773,0.0012350328,-0.00024378306,-0.00082160154,0.0026680601,-0.0013455186,0.00486049,0.0028178298,-0.004116046,-0.0011143833,-0.003727427,0.004080167,0.0036840688,0.0016757967,0.0017445268,0.0016341627,0.0025767363,-0.0027032357,-0.0045276303,-0.0020956683,-0.0014575168,0.0034880962,-0.00021705078,-0.0027221406,0.00033323496,0.0029075926,-0.0045027784,0.0010761584,-0.00020709021,0.0007998147,0.0019516818,-0.0042305267,0.0018227102,0.004165777,-2.4226538e-06,-0.004874652,-0.0046613985,-0.0008744917,-0.0023576787,0.0022011653,0.00016924558,-0.0031620085,0.0026221795,-0.0004951434,0.0009193105,-0.0009711612,-0.0027220026,0.0052867616,-0.0028679871,0.0050207167,-0.005034707,0.0019488939,0.00017906365,0.004753585,0.004111594,0.0026991365,-0.00071263174,-0.0016448657,0.003932,-0.003579769,-0.0008886297,-0.0031304834,-0.005026724,0.0019697042
measureHorizontal,-0.00031133165,0.0017471428,0.0030679463,-0.0016166518,0.0027490063,-0.0027155282,0.0007748184,0.001670137,0.0010606494,0.0012655787,0.0006118511,0.0021845105,0.0051126853,0.0032076729,-0.00055559236,0.0034885718,-0.000936471,-0.0006392216,0.0024428177,-0.0024813828,0.0035406097,-0.0008844001,0.002619826,0.00083123567,0.002482716,0.004149386,0.0034820596,0.0043917093,0.0017157851,0.0035046337,0.00018571745,-0.0009982106,0.0008583405,0.0027470149,-0.002930228,-0.0022504493,0.0027835697,0.00088242855,0.00418178,-0.0003680654,0.0015903311,-0.001192111,-0.0037497035,-0.00021949598,-0.004062109,8.903654e-05,-0.0034805431,-0.00034813682,-0.0003521263,-0.0011948651,0.004236389,-0.0033939574,0.0011509642,-0.00244557,0.0014217767,0.0032199791,-0.0029692596,9.482224e-05,-0.0022019155,0.004753175,0.003972835,0.0038687666,-0.0021404526,0.0007989421,-0.0024489306,0.0001003294,0.0040102648,0.0011362185,0.0042160675,0.0013045517,-0.0018786725,0.0033759966,-0.003277002,-0.0017968068,-0.003504765,0.0012234617,0.002681386,0.0016532312,0.0020411697,0.0016541202,0.0026965623,-0.0018287838,-0.0024237467,0.00024606643,0.00307577,-0.00082600524,0.00070644193,0.0010719929,0.004341714,-0.0031461925,-0.0045032473,0.0017608665,9.320741e-05,-0.002261989,0.004405787,0.0036378263,0.00011087683,-0.002341273,-0.003501665,0.0028452598
measureVertical,0.0035604178,-0.0040013595,-0.0048821364,0.0023492142,0.004106029,0.0013379735,0.0047293985,-0.003534086,-0.004338553,-0.0015599187,0.0034031256,-0.0019702562,-0.003128969,0.00028478084,0.00016544638,-0.0029534325,-0.0020621924,-0.004327706,-0.00026610703,-0.0003371492,0.0009910709,-0.0015288541,-0.001207091,0.0024650064,-0.00081271544,-0.0043643303,-4.059629e-05,-0.0035900248,-0.0016314345,0.00024644786,0.002810175,-0.003539372,-0.0048000608,0.004635404,0.00081713113,0.0043848325,-0.0017304166,-0.00096090604,-0.0031160002,-0.0034615973,-0.00038453558,-0.0020461585,0.0016278648,0.00054067303,0.00047988584,-0.0027260983,0.0009731514,-0.0021167737,0.004483769,-0.0045549097,-0.00014174086,0.0038755033,0.0042052753,0.0016693083,-0.00029987248,0.0039653345,-0.0010137415,-0.0025386063,0.0014218545,0.004048198,-0.0007172454,-0.0015222689,-0.0017791316,0.0038174056,0.0036034542,-0.0048904824,0.0011329995,-0.0022797475,-0.0009117033,0.0021306025,0.0027841635,-0.00014697657,-0.0037395372,0.0044465247,0.0016906633,0.0010715689,0.00076509843,0.0043057813,-0.003108522,0.00032741067,-0.0012589127,0.0019321791,0.0007735922,-0.00062035845,0.003579653,0.0012823897,0.0022271178,-0.0037411968,-0.003552518,-0.001395363,-0.0024998635,0.0024559263,0.0017781537,0.0032001506,-0.004364067,-0.004360553,0.003409103,0.004254732,0.0049197283,-0.0011207127
doAfterTextChanged,0.0046860888,-0.0010872694,-0.004639188,-0.0004188111,-0.0028537258,0.004889103,-0.001651314,-0.0010083282,0.0016789539,-0.00056193443,-0.0003581776,0.0042273267,-0.0037908067,0.002018778,-0.002894708,0.004588771,0.0013498449,-0.0012197758,-0.0011905094,0.0044470043,0.0023805266,0.0038748698,0.004435318,-0.0019927796,-0.0033314945,-0.0049525797,-0.0010636129,-0.00025591927,0.004363995,-0.00058763183,0.0041357772,-0.00012032665,-0.0034410772,-0.0019086224,0.002652005,-0.00044003042,0.0030920515,0.0025089125,0.0022245045,-0.0038148426,-0.0025348158,-0.0011954556,0.0018012733,4.1969644e-05,0.0024811851,0.001601552,-0.00060830417,0.0011058904,0.0021196597,0.0035975075,0.00012977296,0.0010736487,0.00056711666,-0.003652656,-0.0014186095,0.00434376,-0.0013639966,-0.0012097333,0.0025776175,-0.0048268125,0.0042003463,-0.0044323094,0.0042892643,-0.0039202757,-0.0012075393,-0.0024743993,-0.0048783403,-0.00040340354,-0.0034646853,0.0044928547,0.00031159358,-0.004461947,0.0024049818,-0.003439725,0.00356507,0.0005766399,0.0010660131,0.0009921272,-0.0044555734,-0.004615018,0.0041261953,-0.002802236,-0.0025752014,1.588344e-05,0.0048249615,-0.00048688913,-0.00451937,-0.0031292168,-0.004089627,-0.0041875,-0.003955204,0.000114583076,0.00035541606,-0.0019678192,-0.0018478454,-0.0033594326,-5.089245e-05,0.0007495649,-0.0030356662,0.0038151473
doBeforeTextChanged,-0.0031419115,0.0030371773,0.003619309,0.0020294436,-0.0020347289,-0.003356864,-0.0026306917,-0.0040725484,0.0019484123,0.0012896982,-0.0048983404,-0.0025581785,0.002952066,-0.0005639244,-0.001912856,0.0021533847,0.0013750087,-0.0019154843,-0.001368079,0.0047862907,0.004253169,0.0018720867,0.0017868334,-0.0046583284,-0.0003903879,-0.0044832802,5.1433348e-05,-0.0024739844,-0.004548076,-0.0037189375,0.0010137759,0.0014648405,-0.0014363119,0.0031261777,-0.0023032473,-0.0031008206,-0.0033210162,-0.0015682321,-0.004027466,-0.0019353859,0.0025527969,0.0021829607,-6.2814406e-06,0.0030813967,0.0008958119,-0.0016211707,0.0016519937,-0.004865539,-0.0024211556,-0.003859183,2.2796741e-05,0.0039081103,0.004586009,0.00433364,0.0038291065,-0.0039647203,0.0014012733,0.0036036277,-0.0030998283,-0.0035406337,0.0046278904,-4.9308605e-05,0.0033070259,0.0019093115,0.0044004233,0.0034297425,0.002707289,0.0021096782,-0.0027680392,0.0012644518,-0.0049868706,0.00088617456,-0.0018011535,-0.001595402,0.00078407984,-0.001151326,0.0040115914,0.0010538726,0.0041862717,0.00431057,-0.0012975016,-0.0007908252,0.00046344174,-0.0033130464,0.0014551559,-0.0032641604,-0.0023091857,0.0033033348,-0.0005898615,-0.0036500897,0.001431344,0.00034952306,-0.003950663,0.00068178383,-0.0026850821,-0.0012229948,-0.0008684396,4.5198165e-05,-0.0015636885,-0.0038689224
ensureImeVisible,-0.004723649,-0.0031069657,0.0037349092,-0.0043553156,-0.00012235297,0.0017441572,-0.0032200052,-0.0015710922,0.0003210385,-0.0010603125,0.0036182455,-0.002561916,0.0034978609,-0.0017111693,-0.00082714617,-0.0025247096,0.0052846246,-0.00059129595,1.4852854e-05,-8.175666e-05,0.00080368633,0.0043713343,0.0013204641,-0.0027719052,0.0020876636,-0.0012593204,0.0016195695,0.0019381071,0.003432346,0.00013721126,0.0015828357,-0.00036703105,-0.0014050115,0.005202247,0.0027664844,-0.004804515,0.00024407372,-0.0031887838,0.003914744,-0.0044366727,0.0013252357,-0.0050774193,0.0018122569,-0.001071359,0.00519589,0.0031805234,0.0014606186,-0.0022779994,0.0032942072,-0.0031682167,0.00014892455,0.0027274978,0.0051415698,-0.0038342539,-0.00079933525,-0.00467485,-0.005352805,0.0013203376,-0.0031835018,-0.0020532855,0.005075776,0.0009084227,0.0018724463,0.0040576966,-0.0002560579,-0.0020235032,0.0005405834,0.0014584927,0.0028393914,-0.0021970135,0.0029331583,-0.0028522105,0.003348799,-0.0016099276,0.0016563229,-0.0035862455,0.0046521453,3.2718257e-05,-0.004687195,-0.0014568095,-0.0021174026,-0.00421883,0.0040643867,-0.0005962514,0.00010902335,-0.00020344515,0.0010456712,-0.00472375,0.00049796887,-0.00026183578,-0.0008507085,0.00093410024,0.0006985341,0.004590231,0.0015836938,-0.0041189115,0.004639193,-0.0007682971,-0.0019477105,-0.0017216374
setThumbPosition,0.003979509,-0.0046351687,-0.0032958647,-0.004435973,1.5715428e-05,0.0030474402,0.0016683281,0.0013571852,-0.0012495343,-0.0040214015,0.0026669027,-0.001506704,0.00011313396,-0.001979741,-0.0028773972,-8.921986e-05,-0.0041368776,-0.0022745812,0.0013701266,0.0027024131,0.0030542882,-0.0019459935,-0.0030223704,0.0012212858,8.15287e-05,-0.0025084373,0.0007855082,-7.676634e-05,0.003203487,0.0013304701,-0.0023943405,-0.0043718494,0.00066690356,-0.0007262634,0.0028976044,-0.0023095265,0.0044672154,-0.004970403,-0.0019479819,-0.0042394036,-0.002594611,0.0028050737,-0.001511394,-0.002768439,0.001891679,0.0027197418,0.0039503565,-0.0016740093,0.004235877,0.0050611664,0.0041496456,-0.0015087863,0.0010506848,0.0027939354,-0.0042756856,0.0010804702,0.0017197087,0.0036842297,-0.0036117793,-0.0017596793,-0.0023974145,0.0006933443,-0.0048677353,-0.0047552474,4.923047e-06,-0.00402077,-0.00044248882,0.0031049352,-0.00033179362,-0.0012483647,-0.004755008,-0.0047739353,0.0004052297,5.0511942e-05,-0.0003991073,-0.0040560854,-0.0048130522,0.0016655339,0.001586258,-0.0034313563,0.0043721995,0.0049198787,-0.0016646832,-0.0035106405,-0.0045699948,0.0041736625,0.0030805448,0.0014054991,-0.004167671,-0.0015104135,0.0032782285,0.0049143233,-0.004457912,0.0023638848,6.8152665e-05,-0.0040835137,-0.00036598282,0.003507636,-0.0024859374,0.0004829016
addChildrenForExpandedActionView,0.0002584522,0.003572652,-0.0014299195,-3.141447e-06,-0.0012552826,-0.001538978,-0.0041114916,-0.0017808505,-0.0030926443,0.004952997,0.0007895826,-0.00058522756,-0.0009549186,0.00272344,-0.0019820975,0.0043802992,0.002550576,-0.002373777,0.0018571935,-0.0044125933,0.0029367672,0.0022589331,0.00065359985,0.004848546,0.0017796713,0.0048072156,-0.0014557024,0.00027751163,0.004052337,4.7746023e-05,-0.0016125119,0.0020611493,0.0048502735,0.00041395598,-0.0045150467,0.0015179015,0.002240554,0.0005533121,-0.0048357365,0.0033098094,0.0017321974,-0.0046145925,-0.004121886,0.0035776487,-0.0047021927,0.0003362157,0.0014298261,-0.0048954245,-0.0035410547,0.0010106128,0.0015244295,-0.0009859666,0.002103714,0.0018801163,-0.0048636277,0.0015300426,-0.0029245394,0.0013672002,0.0012052152,-0.004263741,0.0034718174,0.0010929003,0.0048091523,0.004486868,0.00011144727,-0.0029336552,-0.0049415277,-0.0007507279,0.004025025,0.0013169235,0.0026436576,0.0007791956,8.326582e-05,-0.0004164755,0.0031026618,-0.0012770676,-0.0033635518,-0.003168467,-0.00059609633,0.00013176359,0.004142404,-8.737226e-05,-0.0015257217,0.0010814616,-0.0012779194,-0.00026029922,-0.0007980886,0.003242031,0.00023219737,0.0042360676,0.0004137936,-0.00024247867,0.0011334103,0.0011675048,0.004736766,0.0014649039,0.0007938006,0.0010612066,0.0018304494,0.00286072
ensureCollapseButtonView,0.0015825666,-0.00147467,-0.0023642012,-0.00156399,0.0012205208,0.0016737725,0.0046514873,0.004127225,0.00085324585,0.0046886927,0.0017876863,-0.00038839038,0.0029099216,0.004432283,-0.003414673,-0.005223787,-0.0034701503,-0.0010693799,0.003167489,-0.003218978,0.0034772805,0.004893603,-0.0028819374,-0.0031202284,-0.004214868,0.0032708084,0.003945382,-0.0025730245,-0.0033671623,-0.0035164885,0.002932906,-0.0027325964,-0.0029019073,0.0016067125,-0.001770091,0.004538225,0.002672535,0.0035271924,-0.002881993,0.0009098022,0.0014616676,0.00071838143,0.0032948935,-0.00044490202,0.0038030297,0.0026134402,-0.0007494746,0.004166695,-0.0037768001,0.0018529532,-0.0008872049,0.0018285852,-0.0044698208,-0.0046873223,-0.0039494573,-0.0045536845,0.0021930127,0.002474379,-0.0008522297,0.0010311228,0.0031689876,-0.004160764,0.0032074118,-0.00058864977,0.0014779943,0.0013892292,0.002551693,-0.0031199947,-0.004879971,-0.0028623557,-0.003093066,-0.0044061295,-0.00022364967,0.0007310476,0.0013364097,-0.002318084,0.0009243287,0.0049063964,-0.0026680129,-0.0033898377,0.003959252,-0.0016270226,-0.00061685115,0.005360446,-0.001354067,0.0048365095,0.0036552583,0.00068033737,-0.0023157778,-0.0032426734,0.004787666,0.0011947205,-0.00030652204,-0.0018415608,-0.0015489939,-0.00018582205,0.0021772257,0.0019953588,-0.003910977,0.0022889136
v0_2,-0.003510762,0.0034147864,0.0050922013,-0.0012943597,-0.001028643,-0.0029186762,-0.003249863,0.0006304957,-0.00027365578,-0.0016700588,0.0034177124,-0.0033974145,0.0046189073,0.00298966,-0.0014482769,0.0008090749,-0.0009922733,-0.0007342668,0.0012970585,-0.003277323,-0.0048196907,-0.003313061,0.0004533454,0.0027316667,0.0017698904,-0.0033001103,0.004064974,0.0019744218,-0.005074111,0.0005189924,-0.003110386,0.0033283106,0.001696142,0.002415725,0.0031278003,0.0035838394,0.002555958,0.0012550413,-0.00374237,0.001014196,-0.002948598,0.0017169055,-0.0014898309,-0.004314214,0.0030034403,-0.004610831,-0.0044669947,0.0047616484,-0.0015272049,-0.0003599628,0.0029617045,0.0004414907,-0.00037165175,-1.5433123e-05,-0.0034232945,0.0038892124,-0.00054550666,0.0009987169,0.00089029403,0.0014825898,-0.0036097674,-0.004406449,-0.0041095056,-0.00436006,-0.0025880232,0.0031787741,0.0046116076,-0.002331944,0.00030765097,-0.0025364114,-0.0005986814,0.00016556993,0.0020749832,-0.0017466311,-0.002071382,-0.0018049286,0.004824876,0.0010099999,-0.00059988734,-0.00026561494,0.0013073414,0.0048911464,0.0023564657,0.0050191926,0.0024099157,0.0012439544,0.0044900062,0.0027664467,0.004036271,-0.002298265,0.0017625139,-0.0005371785,0.0008611153,-0.0028957974,-0.0024156529,-0.002478676,0.0034815446,0.0042771776,-0.002098585,0.0027633673
v0_3,0.0005035084,-0.00041374762,0.0031860797,-0.004392857,-0.003734134,-0.0014122266,0.00011848305,-0.002408527,-0.00359965,0.0012976438,7.42153e-05,-0.00080749916,0.0005528014,0.0047954223,-0.004130072,0.00278227,0.002221632,0.002576753,0.0032690319,-0.0018505383,0.00087824184,-0.0014556099,-0.0019085484,0.0014070289,-0.004013651,-0.0013562135,-0.0045209317,0.004136289,-0.004282097,-0.0010845099,-0.0015163056,0.0031279037,-0.0016279581,0.0010529644,0.004484529,0.0020530939,-0.0038888338,-0.003832742,0.00018875037,0.00028609173,-0.0038488545,-0.0050120805,0.0011702754,-0.004539358,0.0044137384,0.0019587295,-0.0012163246,0.0031771888,-0.0026836647,-0.004731555,-0.0012716443,-0.0031444086,0.0036920353,0.004439112,-0.0036687185,-0.0011163058,-0.0040691565,0.0030321574,-0.004697851,0.004566732,0.0016033652,0.001208636,0.0011648634,6.452897e-05,0.0010938348,-0.0005164733,-0.0007506952,0.0042218626,0.0033055616,0.003844437,0.00071584963,0.0007093394,-0.0048807138,-0.0021616018,-0.0042014727,0.0030410092,0.0004038442,-0.0037978694,0.003570592,0.003370114,0.0042587686,-0.0005701427,0.00054342655,0.0050373827,-0.0020560285,-0.0022062403,-0.0017509988,0.00019236865,-0.0047403257,0.0038265388,0.0030598163,0.0011264043,0.0021066293,-0.0024713075,-0.0032324304,0.0033111041,0.0041159643,0.004466685,0.0023779953,-0.0028381771
removeChildrenForExpandedActionView,0.00078326033,-0.0030424981,0.0010657886,-0.0008868754,-0.0020094928,0.00028622325,-0.00095186563,-0.000537744,-0.0013341309,0.0022923222,-0.005293752,-0.0012555955,-0.004236646,0.0020440975,-0.0046425555,-0.0010671883,-0.0006175795,0.003676882,-0.0035136251,-0.0020425157,-0.003687027,-0.003253576,0.00503602,0.0044930805,-0.003119923,-0.003051691,0.001190469,0.0034775208,0.0025620318,0.002339577,0.0034584675,0.00016768747,9.3199276e-05,0.0008210328,0.004404921,0.0047901,-0.00023662158,-0.0012402986,-0.0038279828,0.0004550179,0.0004377364,0.0038475012,-0.0029242253,-0.0052166814,0.0037391132,-0.002073128,0.004869232,0.00052323594,-0.00032952626,-0.004451263,0.0028426817,-0.0032774254,0.00086739456,0.00065395987,0.0020929482,-0.0010043845,-0.00010462474,-0.0033831175,-0.0040552714,0.0017843492,-0.002289085,-0.003832398,0.0049566627,-0.0014624927,0.0038931288,-0.0025593468,0.0037191252,-0.0028832497,0.001455342,0.0027955398,0.0005730517,-0.002497151,-0.0012184227,5.866184e-05,0.0014074382,0.0022738895,0.0024554562,-0.004774387,0.0010252604,0.0013020823,-0.0031217712,-0.003468133,0.0022583168,-0.0008893917,-0.0050740372,-0.0008338393,0.002462622,-0.004521738,0.00038363342,-0.0028782866,-0.003818746,0.00458786,0.0036339476,0.00012506702,-0.0008327085,-0.0036876113,0.0007110956,0.0043674163,0.0046218596,0.0018523758
